id,question,GT_Value,GT_Ref,GT_Explanation,answer_unit,Quote,Table,Figure,Math,is_NA,ensemble-all-majority_Value,ensemble-all-majority_Ref,ensemble-all-majority_ValCorrect,ensemble-all-majority_RefScore,ensemble-all-majority_NACorrect,ensemble-top3-majority_Value,ensemble-top3-majority_Ref,ensemble-top3-majority_ValCorrect,ensemble-top3-majority_RefScore,ensemble-top3-majority_NACorrect,ensemble-top5-majority_Value,ensemble-top5-majority_Ref,ensemble-top5-majority_ValCorrect,ensemble-top5-majority_RefScore,ensemble-top5-majority_NACorrect,qwen1.5-110b-bench_Value,qwen1.5-110b-bench_Ref,qwen1.5-110b-bench_ValCorrect,qwen1.5-110b-bench_RefScore,qwen1.5-110b-bench_NACorrect,qwen14b-bench_Value,qwen14b-bench_Ref,qwen14b-bench_ValCorrect,qwen14b-bench_RefScore,qwen14b-bench_NACorrect,qwen3-30b-a3b-bench_Value,qwen3-30b-a3b-bench_Ref,qwen3-30b-a3b-bench_ValCorrect,qwen3-30b-a3b-bench_RefScore,qwen3-30b-a3b-bench_NACorrect,qwen3-next-80b-a3b-bench_Value,qwen3-next-80b-a3b-bench_Ref,qwen3-next-80b-a3b-bench_ValCorrect,qwen3-next-80b-a3b-bench_RefScore,qwen3-next-80b-a3b-bench_NACorrect,qwen32b-bench_Value,qwen32b-bench_Ref,qwen32b-bench_ValCorrect,qwen32b-bench_RefScore,qwen32b-bench_NACorrect,qwen72b-bench_Value,qwen72b-bench_Ref,qwen72b-bench_ValCorrect,qwen72b-bench_RefScore,qwen72b-bench_NACorrect,qwen7b-bench_Value,qwen7b-bench_Ref,qwen7b-bench_ValCorrect,qwen7b-bench_RefScore,qwen7b-bench_NACorrect
q087,What was the gross carbon intensity of energy according to the U.S. average mix in 2021?,0.429,['patterson2021'],Quote,kg of CO2e/KWh,1,0,0,0,0,0.429,"[""USE21"", ""patterson2021""]",True,0.5,True,0.429,"[""USE21"", ""patterson2021""]",True,0.5,True,0.429,"[""USE21"", ""patterson2021""]",True,0.5,True,0.429,"[""patterson2021""]",True,1.0,True,0.429,"[""patterson2021""]",True,1.0,True,0.429,"[""patterson2021""]",True,1.0,True,0.429,"[""patterson2021"", ""USE21""]",True,0.5,True,0.429,"[""patterson2021""]",True,1.0,True,0.429,"[""patterson2021""]",True,1.0,True,0.429,"[""patterson2021""]",True,1.0,True
q088,What decentralized PyTorch-based framework was used to enable distributed spot instance training across clouds and continents?,Hivemind,['erben2023'],Quote,is_blank,1,0,0,0,0,Hivemind,"[""erben2023""]",True,1.0,True,Hivemind,"[""erben2023""]",True,1.0,True,Hivemind,"[""erben2023""]",True,1.0,True,Hivemind,"[""erben2023""]",True,1.0,True,Hivemind,"[""erben2023""]",True,1.0,True,Hivemind,"[""erben2023""]",True,1.0,True,Hivemind,"[""erben2023""]",True,1.0,True,Hivemind,"[""erben2023""]",True,1.0,True,Hivemind,"[""erben2023""]",True,1.0,True,Hivemind,"[""erben2023""]",True,1.0,True
q089,What is the proposed term for expanding transparency in AI to include socio-technical aspects and the societal/environmental footprint of a system?,Social transparency,['luccioni2025b'],Quote,is_blank,1,0,0,0,0,social transparency,"[""luccioni2025b""]",True,1.0,True,social transparency,"[""luccioni2025b""]",True,1.0,True,social transparency,"[""luccioni2025b""]",True,1.0,True,social transparency,"[""luccioni2025b""]",True,1.0,True,social transparency,"[""luccioni2025b""]",True,1.0,True,social transparency,"[""luccioni2025b""]",True,1.0,True,social transparency,"[""luccioni2025b""]",True,1.0,True,Social transparency,"[""luccioni2025b""]",True,1.0,True,social transparency,"[""luccioni2025b""]",True,1.0,True,social transparency,"[""luccioni2025b""]",True,1.0,True
q090,"In classification experiments on German public administration texts, which model using sentence embeddings achieved the highest accuracy?",Linear Embedding,['zschache2025'],Linear Embedding outperformed all LLMs in accuracy while being highly energy-efficient,is_blank,0,1,0,0,0,linear model with sentence embeddings,"[""zschache2025""]",False,1.0,True,linear model using pre-trained sentence embeddings,"[""zschache2025""]",False,1.0,True,linear model with sentence embeddings,"[""zschache2025""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,linear model with sentence embeddings,"[""zschache2025""]",False,1.0,True,linear model with sentence embeddings,"[""zschache2025""]",False,1.0,True,linear model using pre-trained sentence embeddings,"[""zschache2025""]",False,1.0,True,traditional linear model using pre-trained sentence embeddings,"[""zschache2025""]",False,1.0,True,is_blank,"[""zschache2025""]",False,1.0,True,linear model with pre-trained sentence embeddings,"[""zschache2025""]",False,1.0,True
q092,"What is the name of the LLM inference system developed in the 2025 Chen et al. paper, which uses model-attention disaggregation?",Lamina,['chen2024'],Quote,is_blank,1,0,0,0,0,Lamina,"[""chen2024""]",True,1.0,True,Lamina,"[""chen2024""]",True,1.0,True,Lamina,"[""chen2024""]",True,1.0,True,Lamina,"[""chen2024""]",True,1.0,True,Lamina,"[""chen2024""]",True,1.0,True,Lamina,"[""chen2024""]",True,1.0,True,Lamina,"[""chen2024""]",True,1.0,True,Lamina,"[""chen2024""]",True,1.0,True,Lamina,"[""chen2024""]",True,1.0,True,Lamina,"[""chen2024""]",True,1.0,True
q093,How many parameters does the largest T5 model have?,11000000000,['patterson2021'],Quote,parameters,1,0,0,0,0,11000000000,"[""luccioni2024"", ""patterson2021""]",True,0.5,True,11000000000,"[""luccioni2024""]",True,0.0,True,11000000000,"[""luccioni2024""]",True,0.0,True,1500000000,"[""patterson2021""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,11000000000,"[""luccioni2024""]",True,0.0,True,11000000000,"[""luccioni2024""]",True,0.0,True,11000000000,"[""luccioni2024""]",True,0.0,True,11000000000,"[""patterson2021""]",True,1.0,True
q094,What is the total number of parameters in the JetMoE-8B model?,8000000000,['shen2024'],Quote,parameters,1,0,0,0,0,8000000000,"[""shen2024""]",True,1.0,True,8000000000,"[""shen2024""]",True,1.0,True,8000000000,"[""shen2024""]",True,1.0,True,8000000000,"[""shen2024""]",True,1.0,True,8000000000,"[""shen2024""]",True,1.0,True,8,"[""shen2024""]",False,1.0,True,8000000000,"[""shen2024""]",True,1.0,True,8000000000,"[""shen2024""]",True,1.0,True,8000000000,"[""shen2024""]",True,1.0,True,8000000000,"[""shen2024""]",True,1.0,True
q095,By what percentage did Google's data center water consumption increase from 2021 to 2022?,20,['li2025b'],Quote,percent,1,0,0,0,0,20,"[""li2025b"", ""luccioni2025a""]",True,0.5,True,20,"[""li2025b"", ""luccioni2025a""]",True,0.5,True,20,"[""li2025b"", ""luccioni2025a""]",True,0.5,True,20,"[""li2025b""]",True,1.0,True,20,"[""luccioni2025a""]",True,0.0,True,20,"[""li2025b"", ""luccioni2025a""]",True,0.5,True,20,"[""li2025b"", ""luccioni2025a""]",True,0.5,True,20,"[""li2025b""]",True,1.0,True,20,"[""li2025b""]",True,1.0,True,20,"[""li2025b""]",True,1.0,True
q096,What is the name of the emissions metric defined as 'CO₂ emissions per unit of electricity consumed' in the framework for evaluating energy-efficient large language models?,Carbon Intensity,['khan2025'],Quote,is_blank,1,1,0,0,0,Carbon Intensity,"[""khan2025""]",True,1.0,True,Carbon Intensity,"[""khan2025""]",True,1.0,True,Carbon Intensity,"[""khan2025""]",True,1.0,True,Carbon Intensity,"[""khan2025""]",True,1.0,True,Carbon Intensity,"[""khan2025""]",True,1.0,True,Carbon Intensity,"[""khan2025""]",True,1.0,True,Carbon Intensity,"[""khan2025""]",True,1.0,True,Carbon Intensity,"[""khan2025""]",True,1.0,True,Carbon Intensity,"[""khan2025""]",True,1.0,True,gCO2/kWh,"[""khan2025""]",False,1.0,True
q097,"In the final growth stage of the FLM-101B training, what was the achieved FLOPs utilization percentage?",52.88,['li2025a'],Table 2,percent,0,1,0,0,0,52.88,"[""li2025a""]",True,1.0,True,52.88,"[""li2025a""]",True,1.0,True,52.88,"[""li2025a""]",True,1.0,True,52.88,"[""li2025a""]",True,1.0,True,52.88,"[""li2025a""]",True,1.0,True,52.88,"[""li2025a""]",True,1.0,True,52.88,"[""li2025a""]",True,1.0,True,52.88,"[""li2025a""]",True,1.0,True,52.88,"[""li2025a""]",True,1.0,True,52.88,"[""li2025a""]",True,1.0,True
q098,What were the estimated amortized training costs for OpenAI's GPT-4?,40000000,['cottier2024'],Quote,USD,1,0,0,0,0,40000000,"[""cottier2024""]",True,1.0,True,40000000,"[""cottier2024""]",True,1.0,True,40000000,"[""cottier2024""]",True,1.0,True,40000000,"[""cottier2024""]",True,1.0,True,40000000,"[""cottier2024""]",True,1.0,True,40000000,"[""cottier2024""]",True,1.0,True,40000000,"[""cottier2024""]",True,1.0,True,40000000,"[""cottier2024""]",True,1.0,True,40000000,"[""cottier2024""]",True,1.0,True,40000000,"[""cottier2024""]",True,1.0,True
q099,"Compared to a CPU server baseline, by what factor can full-stack optimization (including platform-level caching, GPU acceleration, and algorithmic changes) reduce the operational carbon footprint of a Transformer-based universal translation model?",810,['wu2021a'],Quote,multiplier,1,0,0,0,0,810,"[""wu2021a""]",True,1.0,True,800,"[""wu2021a""]",False,1.0,True,810,"[""wu2021a""]",True,1.0,True,reduction,"[""dodge2022"", ""jegham2025"", ""wu2021a"", ""fernandez2025""]",False,0.25,True,810,"[""wu2021a""]",True,1.0,True,810,"[""wu2021a""]",True,1.0,True,810,"[""wu2021a""]",True,1.0,True,800,"[""wu2021a""]",False,1.0,True,800,"[""wu2021a""]",False,1.0,True,810,"[""wu2021a""]",True,1.0,True
q100,What fraction of local throughput was achieved for NLP when training was spread across four continents instead of remaining local?,0.59,['erben2023'],2.15/3.67=0.59,multiplier,0,0,1,1,0,0.59,"[""erben2023""]",True,1.0,True,0.59,"[""erben2023""]",True,1.0,True,0.59,"[""erben2023""]",True,1.0,True,0.41,"[""erben2023""]",False,1.0,True,0.59,"[""erben2023""]",True,1.0,True,0.59,"[""erben2023""]",True,1.0,True,0.59,"[""erben2023""]",True,1.0,True,0.59,"[""erben2023""]",True,1.0,True,0.59,"[""erben2023""]",True,1.0,True,0.59,"[""erben2023""]",True,1.0,True
q101,How many liters of water were returned to communities from Amazon's replenishment projects in 2023?,3500000000,['amazon2023'],Quote,liters,1,0,0,0,0,3500000000,"[""amazon2023""]",True,1.0,True,3500000000,"[""amazon2023""]",True,1.0,True,3500000000,"[""amazon2023""]",True,1.0,True,3500000000,"[""amazon2023""]",True,1.0,True,3500000000,"[""amazon2023""]",True,1.0,True,3500000000,"[""amazon2023""]",True,1.0,True,3500000000,"[""amazon2023""]",True,1.0,True,3500000000,"[""amazon2023""]",True,1.0,True,3500000000,"[""amazon2023""]",True,1.0,True,3500000000,"[""amazon2023""]",True,1.0,True
q103,"True or False: using custom tags with one-shot, zero-shot, and few-shots techniques in source code completion tasks can reduce energy consumption of LLMs.",1,['rubei2025'],Quote,is_blank,1,0,0,0,0,1,"[""rubei2025""]",True,1.0,True,1,"[""rubei2025""]",True,1.0,True,1,"[""rubei2025""]",True,1.0,True,True,"[""rubei2025""]",True,1.0,True,is_blank,"[""rubei2025""]",False,1.0,True,1,"[""rubei2025""]",True,1.0,True,1,"[""rubei2025""]",True,1.0,True,1,"[""rubei2025""]",True,1.0,True,1,"[""rubei2025""]",True,1.0,True,1,"[""rubei2025""]",True,1.0,True
q104,"As reported in a 2025 paper, how many data center GPUs did NVIDIA ship in the year 2024?",3700000,['luccioni2025a'],Quote,GPUs,1,0,0,0,0,3700000,"[""jegham2025"", ""luccioni2025a""]",True,0.5,True,3700000,"[""luccioni2025a""]",True,1.0,True,3700000,"[""luccioni2025a""]",True,1.0,True,3700000,"[""jegham2025""]",True,0.0,True,3700000,"[""luccioni2025a""]",True,1.0,True,3.7,"[""luccioni2025a""]",False,1.0,True,3700000,"[""luccioni2025a""]",True,1.0,True,3700000,"[""luccioni2025a""]",True,1.0,True,3700000,"[""luccioni2025a""]",True,1.0,True,3700000,"[""luccioni2025a""]",True,1.0,True
q107,"What percentage of the total amortized hardware and energy cost, on average, is attributed to AI accelerator chips?",44,['cottier2024'],Quote,percent,1,0,1,0,0,44,"[""cottier2024""]",True,1.0,True,44,"[""cottier2024""]",True,1.0,True,44,"[""cottier2024""]",True,1.0,True,44,"[""cottier2024""]",True,1.0,True,44,"[""cottier2024""]",True,1.0,True,44,"[""cottier2024""]",True,1.0,True,44,"[""cottier2024""]",True,1.0,True,44,"[""cottier2024""]",True,1.0,True,44,"[""cottier2024""]",True,1.0,True,44,"[""cottier2024""]",True,1.0,True
q108,What is the Power Usage Effectiveness (PUE) for Facebook's data centers?,1.1,['wu2021a'],Quote,PUE,1,0,0,0,0,1.1,"[""patterson2021"", ""wu2021a"", ""wu2021b""]",True,0.3333333333333333,True,1.1,"[""patterson2021"", ""wu2021a"", ""wu2021b""]",True,0.3333333333333333,True,1.1,"[""patterson2021"", ""wu2021a"", ""wu2021b""]",True,0.3333333333333333,True,1.1,"[""wu2021a"", ""wu2021b""]",True,0.5,True,1.1,"[""wu2021a""]",True,1.0,True,1.10,"[""wu2021a"", ""wu2021b""]",True,0.5,True,1.1,"[""wu2021a"", ""wu2021b"", ""patterson2021""]",True,0.3333333333333333,True,1.10,"[""wu2021a""]",True,1.0,True,1.1,"[""wu2021a""]",True,1.0,True,1.1,"[""wu2021a""]",True,1.0,True
q109,"What is the acronym of the Finnish project that proposed integrating ethics, sustainability, design, and foresight for inter-disciplinary governance of AI systems?",ETAIROS,['luccioni2025b'],Quote,is_blank,1,0,0,0,0,ETAIROS,"[""luccioni2025b""]",True,1.0,True,ETAIROS,"[""luccioni2025b""]",True,1.0,True,ETAIROS,"[""luccioni2025b""]",True,1.0,True,ETAIROS,"[""luccioni2025b""]",True,1.0,True,ETAIROS,"[""luccioni2025b""]",True,1.0,True,ETAIROS,"[""luccioni2025b""]",True,1.0,True,ETAIROS,"[""luccioni2025b""]",True,1.0,True,ETAIROS,"[""luccioni2025b""]",True,1.0,True,ETAIROS,"[""luccioni2025b""]",True,1.0,True,ETAIROS,"[""luccioni2025b""]",True,1.0,True
q110,What were the estimated amortized training costs for Google's Gemini Ultra?,30000000,['cottier2024'],Quote,USD,1,0,0,0,0,30000000,"[""cottier2024""]",True,1.0,True,30000000,"[""cottier2024""]",True,1.0,True,30000000,"[""cottier2024""]",True,1.0,True,30000000,"[""cottier2024""]",True,1.0,True,30000000,"[""cottier2024""]",True,1.0,True,30000000,"[""cottier2024""]",True,1.0,True,30000000,"[""cottier2024""]",True,1.0,True,30000000,"[""cottier2024""]",True,1.0,True,30000000,"[""cottier2024""]",True,1.0,True,30000000,"[""cottier2024""]",True,1.0,True
q111,True or False: The AI Act requires providers of GPAI models with systemic risk to conduct risk assessments that include environmental risks.,1,['ebert2024'],Quote,is_blank,1,0,0,0,0,0,"[""ebert2024""]",False,1.0,True,0,"[""ebert2024""]",False,1.0,True,0,"[""ebert2024""]",False,1.0,True,True,"[""ebert2024""]",True,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,True,"[""ebert2024""]",True,1.0,True,0,"[""ebert2024""]",False,1.0,True,0,"[""ebert2024""]",False,1.0,True,1,"[""ebert2024""]",True,1.0,True,1,"[""ebert2024""]",True,1.0,True
q112,What is the EPA's recently tightened primary standard for the annual average limit of PM2.5?,9,['han2024'],Quote,µg/m³,1,0,0,0,0,9,"[""han2024""]",True,1.0,True,9,"[""han2024""]",True,1.0,True,9,"[""han2024""]",True,1.0,True,9,"[""han2024""]",True,1.0,True,9,"[""han2024""]",True,1.0,True,9,"[""han2024""]",True,1.0,True,9,"[""han2024""]",True,1.0,True,9,"[""han2024""]",True,1.0,True,9,"[""han2024""]",True,1.0,True,9,"[""han2024""]",True,1.0,True
q113,A life cycle assessment found that one Amazon Kindle e-reader produces the same amount of CO2 as how many physical print books?,115,['luccioni2025a'],Quote,books,1,0,0,0,0,115,"[""luccioni2025a""]",True,1.0,True,115,"[""luccioni2025a""]",True,1.0,True,115,"[""luccioni2025a""]",True,1.0,True,115,"[""luccioni2025a""]",True,1.0,True,115,"[""luccioni2025a""]",True,1.0,True,115,"[""luccioni2025a""]",True,1.0,True,115,"[""luccioni2025a""]",True,1.0,True,115,"[""luccioni2025a""]",True,1.0,True,115,"[""luccioni2025a""]",True,1.0,True,115,"[""luccioni2025a""]",True,1.0,True
q114,"According to a recent study on the public health impacts of AI, by what factor could the per-household health burden from air pollutants in the most affected, economically-disadvantaged communities exceed that in less-impacted communities?",200,['han2024'],Quote,multiplier,1,0,0,0,0,200,"[""han2024""]",True,1.0,True,200,"[""han2024""]",True,1.0,True,200,"[""han2024""]",True,1.0,True,200,"[""han2024""]",True,1.0,True,200,"[""han2024""]",True,1.0,True,200,"[""han2024""]",True,1.0,True,200,"[""han2024""]",True,1.0,True,200,"[""han2024""]",True,1.0,True,200,"[""han2024""]",True,1.0,True,200,"[""han2024""]",True,1.0,True
q115,What was the energy consumption of the DS Llama 70B model for inference on the FKTG dataset?,702.06,['zschache2025'],This was the highest recorded energy consumption across all models tested,Wh,0,1,0,0,0,702.06,"[""zschache2025""]",True,1.0,True,702.06,"[""zschache2025""]",True,1.0,True,702.06,"[""zschache2025""]",True,1.0,True,702.06,"[""zschache2025""]",True,1.0,True,702.06,"[""zschache2025""]",True,1.0,True,702.06,"[""zschache2025""]",True,1.0,True,702.06,"[""zschache2025""]",True,1.0,True,702.06,"[""zschache2025""]",True,1.0,True,702.06,"[""zschache2025""]",True,1.0,True,702.06,"[""zschache2025""]",True,1.0,True
q116,"According to the 2022 paper by Dodge et al., what is the total number of parameters in the large language model they analyzed?",6100000000,['dodge2022'],Quote,parameters,1,0,0,0,0,540000000000,"[""luccioni2024""]",False,0.0,True,is_blank,"[""is_blank"", ""luccioni2023"", ""luccioni2024""]",False,0.0,True,is_blank,"[""is_blank"", ""luccioni2023"", ""luccioni2024""]",False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,is_blank,"[""luccioni2024"", ""luccioni2023""]",False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,540000000000,"[""luccioni2024""]",False,0.0,True
q117,"What phenomenon is described as technological progress improving efficiency, which then results in increased usage and overall resource consumption?",Jevons paradox,['luccioni2025b'],Quote,is_blank,1,0,0,0,0,Jevons' Paradox,"[""fernandez2025"", ""jegham2025"", ""luccioni2025a"", ""morrison2025"", ""wu2021a""]",False,0.0,True,Jevons' Paradox,"[""luccioni2025a"", ""morrison2025""]",False,0.0,True,Jevons' Paradox,"[""fernandez2025"", ""jegham2025"", ""luccioni2025a"", ""morrison2025"", ""wu2021a""]",False,0.0,True,Jevons' Paradox,"[""luccioni2025a""]",False,0.0,True,Jevons' Paradox,"[""morrison2025"", ""luccioni2025a"", ""wu2021a""]",False,0.0,True,Jevons' Paradox,"[""luccioni2025a"", ""jegham2025"", ""fernandez2025""]",False,0.0,True,Jevons Paradox,"[""luccioni2025a"", ""morrison2025"", ""fernandez2025"", ""jegham2025""]",True,0.0,True,Jevons' Paradox,"[""morrison2025"", ""luccioni2025a""]",False,0.0,True,Jevons' Paradox,"[""luccioni2025a""]",False,0.0,True,Jevons Paradox,"[""luccioni2025a"", ""morrison2025""]",True,0.0,True
q118,How many Meena training runs would use the same total energy as a single full training run of GPT-3?,5,['patterson2021'],"Find the energy efficiency of GShard-600B. We need its energy consumption and total computation.
From Table 4 (page 6), GShard-600B used 24.1 MWh for 1.33E+22 FLOPS.
Efficiency_GShard = 24.1 MWh / 1.33E+22 FLOPS = 1.81E-22 MWh/FLOP.

Find the total computation for GPT-3.
From Table 4, GPT-3 required 3.14E+23 FLOPS.

Calculate the hypothetical energy cost for GPT-3 with GShard's efficiency.
Hypothetical Energy_GPT3 = 3.14E+23 FLOPS * 1.81E-22 MWh/FLOP = 56.8 MWh.

Calculate the energy savings.
Actual Energy_GPT3 (from Table 4) = 1,287 MWh.
Energy Saved = 1,287 MWh - 56.8 MWh = 1,230.2 MWh.

Find the energy cost to train Meena.
From Table 4, training Meena costs 232 MWh.

Calculate how many times Meena could be trained with the saved energy.
Number of Trainings = 1,230.2 MWh / 232 MWh= 5.3 times.",multiplier,0,1,0,1,0,5.55,"[""patterson2021""]",False,1.0,True,5.55,"[""patterson2021""]",False,1.0,True,5.55,"[""patterson2021""]",False,1.0,True,,[],False,0.0,True,15,"[""li2025b"", ""strubell2019""]",False,0.0,True,5.75,"[""patterson2021""]",False,1.0,True,5.55,"[""patterson2021""]",False,1.0,True,5.75,"[""patterson2021""]",False,1.0,True,5.55,"[""patterson2021""]",False,1.0,True,55.5,"[""patterson2021""]",False,1.0,True
q119,"According to Table 2 in a 2024 study on AI's power consumption, what is the average energy consumption, in kWh, for performing 1,000 image generation inferences?",2.907,['luccioni2024'],Table,kWh,0,1,0,0,0,2.907,"[""luccioni2024""]",True,1.0,True,2.907,"[""luccioni2024""]",True,1.0,True,2.907,"[""luccioni2024""]",True,1.0,True,2.907,"[""luccioni2024""]",True,1.0,True,2.907,"[""luccioni2024""]",True,1.0,True,2.907,"[""luccioni2024""]",True,1.0,True,2.907,"[""luccioni2024""]",True,1.0,True,2.907,"[""luccioni2024""]",True,1.0,True,2.907,"[""luccioni2024""]",True,1.0,True,2.907,"[""luccioni2024""]",True,1.0,True
q120,How many pounds of CO2e are estimated for an average American life in one year?,36156,['strubell2019'],Table,lbs,0,1,0,0,0,36156,"[""strubell2019""]",True,1.0,True,36156,"[""strubell2019""]",True,1.0,True,36156,"[""strubell2019""]",True,1.0,True,18353.86,"[""dodge2022""]",False,0.0,True,36156,"[""strubell2019""]",True,1.0,True,7096,"[""morrison2025""]",False,0.0,True,36156,"[""strubell2019""]",True,1.0,True,36156,"[""strubell2019""]",True,1.0,True,36156,"[""strubell2019""]",True,1.0,True,36156,"[""strubell2019""]",True,1.0,True
q121,"According to a recent paper's 2030 projections on the public health impacts of air pollution from U.S. data centers, which county in West Virginia is projected to have the highest per-household health cost?",Mason County,['han2024'],"Figure, Table",is_blank,0,1,0,0,0,Marion,"[""han2024""]",False,1.0,True,Marion,"[""han2024""]",False,1.0,True,Marion,"[""han2024""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,WV Marion,"[""han2024""]",False,1.0,True,is_blank,"[""han2024""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,Marion,"[""han2024""]",False,1.0,True,1218.3,"[""han2024""]",False,1.0,True
q122,By what multiplier did Mistral-small's emissions change after optimization in the financial sentiment classification task?,1.33,['khan2025'],0.020/0.015=1.33,multiplier,0,1,0,1,0,0.75,"[""jegham2025"", ""khan2025""]",False,0.5,True,0.75,"[""khan2025""]",False,1.0,True,0.75,"[""khan2025""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,1.33,"[""khan2025""]",True,1.0,True,0.75,"[""khan2025""]",False,1.0,True,0.75,"[""khan2025""]",False,1.0,True,0.75,"[""khan2025""]",False,1.0,True,0.75,"[""khan2025""]",False,1.0,True,0.75,"[""jegham2025""]",False,0.0,True
q123,"What were the combined training and fine-tuning energy costs in kWh for the BLOOMz-7B model, as reported in the 'Power Hungry Processing' study?",59257,['luccioni2024'],"Based on Table 5, the training energy is 51,686 kWh and the fine-tuning energy is 7,571 kWh. Calculation: 51,686 + 7,571 = 59,257 kWh.",kWh,0,1,0,1,0,59257,"[""ebert2024"", ""ebert2024,luccioni2024"", ""luccioni2024""]",True,0.3333333333333333,True,59257,"[""luccioni2024""]",True,1.0,True,59257,"[""ebert2024"", ""luccioni2024""]",True,0.5,True,59257,"[""ebert2024,luccioni2024""]",True,0.0,True,59257,"[""ebert2024"", ""luccioni2024""]",True,0.5,True,59257,"[""luccioni2024""]",True,1.0,True,59257,"[""luccioni2024""]",True,1.0,True,59257,"[""luccioni2024""]",True,1.0,True,59257,"[""luccioni2024""]",True,1.0,True,59257,"[""luccioni2024""]",True,1.0,True
q125,What is the total number of parameters in the final FLM-101B model?,1.01E+11,['li2025a'],Table 3,parameters,0,1,0,0,0,101000000000,"[""li2025a""]",True,1.0,True,101000000000,"[""li2025a""]",True,1.0,True,101000000000,"[""li2025a""]",True,1.0,True,101000000000,"[""li2025a""]",True,1.0,True,101000000000,"[""li2025a""]",True,1.0,True,101,"[""li2025a""]",False,1.0,True,101000000000,"[""li2025a""]",True,1.0,True,101000000000,"[""li2025a""]",True,1.0,True,101000000000,"[""li2025a""]",True,1.0,True,101000000000,"[""li2025a""]",True,1.0,True
q126,"Fetch the amount of energy (in kWh) required for a full training run of a 6.1B parameter model. Using that information, and using the energy cost of a comparable model (BLOOMz-7B), approximately how many inferences are needed to match this training energy cost?",1035000000,"['dodge2022', 'luccioni2024']","Divide the total training energy by the energy per inference to find the cost parity point. Calculation: 103,500 kWh / (1.0e-4 kWh/inference) = 1,035,000,000 inferences.",inferences,0,0,0,1,0,1035000000,"[""dodge2022"", ""luccioni2024""]",True,1.0,True,1185140000,"[""dodge2022"", ""luccioni2024""]",False,1.0,True,1035000000,"[""dodge2022"", ""luccioni2024""]",True,1.0,True,1035930000,"[""dodge2022""]",True,0.5,True,1035000000,"[""dodge2022"", ""luccioni2024""]",True,1.0,True,,[],False,0.0,True,1185140000,"[""dodge2022"", ""luccioni2024""]",False,1.0,True,1035000000,"[""dodge2022""]",True,0.5,True,592570000,"[""luccioni2024""]",False,0.5,True,2640000,"[""luccioni2024""]",False,0.5,True
q127,"In the 2024 study 'Power Hungry Processing', what was the total amount of energy consumed for all model experimentation and evaluation?",754.66,['luccioni2024'],Quote,kWh,1,0,0,0,0,754.66,"[""luccioni2024""]",True,1.0,True,754.66,"[""luccioni2024""]",True,1.0,True,754.66,"[""luccioni2024""]",True,1.0,True,754.66,"[""luccioni2024""]",True,1.0,True,754.66,"[""luccioni2024""]",True,1.0,True,754.66,"[""luccioni2024""]",True,1.0,True,754.66,"[""luccioni2024""]",True,1.0,True,754.66,"[""luccioni2024""]",True,1.0,True,754.66,"[""luccioni2024""]",True,1.0,True,754.66,"[""luccioni2024""]",True,1.0,True
q128,"For the BLOOMz-7B model, how many inferences are required for the cumulative energy cost of deployment to equal the initial energy cost of training and fine-tuning?",592570000,['luccioni2024'],"Based on Table 5, the total training and finetuning energy is 51,686 kWh + 7,571 kWh = 59,257 kWh. The inference energy is 1.0e-4 kWh per inference. The cost parity point is therefore 59,257 kWh / (1.0e-4 kWh/inference) = 592,570,000 inferences.",inferences,0,1,0,1,0,592570000,"[""luccioni2024""]",True,1.0,True,592570000,"[""luccioni2024""]",True,1.0,True,592570000,"[""luccioni2024""]",True,1.0,True,592570000,"[""luccioni2024""]",True,1.0,True,592570000,"[""luccioni2024""]",True,1.0,True,592570000,"[""luccioni2024""]",True,1.0,True,592570000,"[""luccioni2024""]",True,1.0,True,592570000,"[""luccioni2024""]",True,1.0,True,592570000,"[""luccioni2024""]",True,1.0,True,592570000,"[""luccioni2024""]",True,1.0,True
q129,What dataset name is used for the German nuclear waste site objection texts classified in the experiments?,FKTG,['zschache2025'],Quote,is_blank,1,0,0,0,0,FKTG-dataset,"[""zschache2025""]",False,1.0,True,FKTG-dataset,"[""zschache2025""]",False,1.0,True,FKTG-dataset,"[""zschache2025""]",False,1.0,True,FKTG-dataset,"[""zschache2025""]",False,1.0,True,FKTG,"[""zschache2025""]",True,1.0,True,FKTG-dataset,"[""zschache2025""]",False,1.0,True,FKTG-dataset,"[""zschache2025""]",False,1.0,True,FKTG-dataset,"[""zschache2025""]",False,1.0,True,FKTG-dataset,"[""zschache2025""]",False,1.0,True,FKTG-dataset,"[""zschache2025""]",False,1.0,True
